date_id,dteday,season,yr,mnth,holiday,weekday,workingday
663,2012-10-25,4,1,10,0,4,1
664,2012-10-26,4,1,10,0,5,1
665,2012-10-27,4,1,10,0,6,0
666,2012-10-28,4,1,10,0,0,0
667,2012-10-29,4,1,10,0,1,1
668,2012-10-30,4,1,10,0,2,1
669,2012-10-31,4,1,10,0,3,1
670,2012-11-01,4,1,11,0,4,1
671,2012-11-02,4,1,11,0,5,1
672,2012-11-03,4,1,11,0,6,0
673,2012-11-04,4,1,11,0,0,0
674,2012-11-05,4,1,11,0,1,1
675,2012-11-06,4,1,11,0,2,1
676,2012-11-07,4,1,11,0,3,1
677,2012-11-08,4,1,11,0,4,1
678,2012-11-09,4,1,11,0,5,1
679,2012-11-10,4,1,11,0,6,0
680,2012-11-11,4,1,11,0,0,0
681,2012-11-12,4,1,11,1,1,0
682,2012-11-13,4,1,11,0,2,1
683,2012-11-14,4,1,11,0,3,1
684,2012-11-15,4,1,11,0,4,1
685,2012-11-16,4,1,11,0,5,1
686,2012-11-17,4,1,11,0,6,0
687,2012-11-18,4,1,11,0,0,0
688,2012-11-19,4,1,11,0,1,1
689,2012-11-20,4,1,11,0,2,1
690,2012-11-21,4,1,11,0,3,1
691,2012-11-22,4,1,11,1,4,0
692,2012-11-23,4,1,11,0,5,1
693,2012-11-24,4,1,11,0,6,0
694,2012-11-25,4,1,11,0,0,0
695,2012-11-26,4,1,11,0,1,1
696,2012-11-27,4,1,11,0,2,1
697,2012-11-28,4,1,11,0,3,1
698,2012-11-29,4,1,11,0,4,1
699,2012-11-30,4,1,11,0,5,1
700,2012-12-01,4,1,12,0,6,0
701,2012-12-02,4,1,12,0,0,0
702,2012-12-03,4,1,12,0,1,1
703,2012-12-04,4,1,12,0,2,1
704,2012-12-05,4,1,12,0,3,1
705,2012-12-06,4,1,12,0,4,1
706,2012-12-07,4,1,12,0,5,1
707,2012-12-08,4,1,12,0,6,0
708,2012-12-09,4,1,12,0,0,0
709,2012-12-10,4,1,12,0,1,1
710,2012-12-11,4,1,12,0,2,1
711,2012-12-12,4,1,12,0,3,1
712,2012-12-13,4,1,12,0,4,1
713,2012-12-14,4,1,12,0,5,1
714,2012-12-15,4,1,12,0,6,0
715,2012-12-16,4,1,12,0,0,0
716,2012-12-17,4,1,12,0,1,1
717,2012-12-18,4,1,12,0,2,1
718,2012-12-19,4,1,12,0,3,1
719,2012-12-20,4,1,12,0,4,1
720,2012-12-21,1,1,12,0,5,1
721,2012-12-22,1,1,12,0,6,0
722,2012-12-23,1,1,12,0,0,0
723,2012-12-24,1,1,12,0,1,1
724,2012-12-25,1,1,12,1,2,0
725,2012-12-26,1,1,12,0,3,1
726,2012-12-27,1,1,12,0,4,1
727,2012-12-28,1,1,12,0,5,1
728,2012-12-29,1,1,12,0,6,0
729,2012-12-30,1,1,12,0,0,0
730,2012-12-31,1,1,12,0,1,1
